cik_str,ticker,title,sicDescription,exchanges,entityType,ownerOrg,insiderTransactionForOwnerExists,insiderTransactionForIssuerExists
0001045810,NVDA,NVIDIA CORP,Semiconductors & Related Devices,['Nasdaq'],operating,04 Manufacturing,1,1
0000320193,AAPL,Apple Inc.,Electronic Computers,['Nasdaq'],operating,06 Technology,0,1
0001652044,GOOGL,Alphabet Inc.,"Services-Computer Programming, Data Processing, Etc.","['Nasdaq', 'Nasdaq']",operating,06 Technology,1,1
0000789019,MSFT,MICROSOFT CORP,Services-Prepackaged Software,['Nasdaq'],operating,06 Technology,1,1
0001018724,AMZN,AMAZON COM INC,Retail-Catalog & Mail-Order Houses,['Nasdaq'],operating,07 Trade & Services,1,1
0001326801,META,"Meta Platforms, Inc.","Services-Computer Programming, Data Processing, Etc.",['Nasdaq'],operating,06 Technology,0,1
0001318605,TSLA,"Tesla, Inc.",Motor Vehicles & Passenger Car Bodies,['Nasdaq'],operating,04 Manufacturing,0,1
0001730168,AVGO,Broadcom Inc.,Semiconductors & Related Devices,['Nasdaq'],operating,04 Manufacturing,0,1
0001067983,BRK-B,BERKSHIRE HATHAWAY INC,"Fire, Marine & Casualty Insurance","['NYSE', 'NYSE']",operating,02 Finance,1,1
0000104169,WMT,Walmart Inc.,Retail-Variety Stores,['Nasdaq'],operating,07 Trade & Services,1,1
0000059478,LLY,ELI LILLY & Co,Pharmaceutical Preparations,['NYSE'],operating,03 Life Sciences,1,1
0000019617,JPM,JPMORGAN CHASE & CO,National Commercial Banks,"['NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE']",operating,02 Finance,1,1
0000884394,SPY,SPDR S&P 500 ETF TRUST,,['NYSE'],other,,0,0
0000034088,XOM,EXXON MOBIL CORP,Petroleum Refining,['NYSE'],operating,01 Energy & Transportation,1,1
0001403161,V,VISA INC.,"Services-Business Services, NEC",['NYSE'],operating,07 Trade & Services,0,1
0000200406,JNJ,JOHNSON & JOHNSON,Pharmaceutical Preparations,['NYSE'],operating,03 Life Sciences,1,1
0000937966,ASML,ASML HOLDING NV,"Special Industry Machinery, NEC","['Nasdaq', 'OTC']",other,06 Technology,0,0
0000723125,MU,MICRON TECHNOLOGY INC,Semiconductors & Related Devices,['Nasdaq'],operating,04 Manufacturing,0,1
0001141391,MA,Mastercard Inc,"Services-Business Services, NEC",['NYSE'],operating,07 Trade & Services,0,1
0000909832,COST,COSTCO WHOLESALE CORP /NEW,Retail-Variety Stores,['Nasdaq'],operating,07 Trade & Services,0,1
0001341439,ORCL,ORACLE CORP,Services-Prepackaged Software,"['NYSE', 'OTC', 'NYSE']",operating,06 Technology,1,1
0001551152,ABBV,AbbVie Inc.,Pharmaceutical Preparations,['NYSE'],operating,03 Life Sciences,1,1
0000080424,PG,PROCTER & GAMBLE Co,"Soap, Detergents, Cleang Preparations, Perfumes, Cosmetics",['NYSE'],operating,08 Industrial Applications and Services,0,1
0000070858,BAC,BANK OF AMERICA CORP /DE/,National Commercial Banks,"['NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'OTC', 'NYSE']",operating,02 Finance,1,1
0000354950,HD,"HOME DEPOT, INC.",Retail-Lumber & Other Building Materials Dealers,['NYSE'],operating,07 Trade & Services,1,1
0000093410,CVX,CHEVRON CORP,Petroleum Refining,['NYSE'],operating,01 Energy & Transportation,1,1
0000040545,GE,GENERAL ELECTRIC CO,Electronic & Other Electrical Equipment (No Computer Equip),['NYSE'],operating,04 Manufacturing,1,1
0001065280,NFLX,NETFLIX INC,Services-Video Tape Rental,['Nasdaq'],operating,07 Trade & Services,0,1
0001577552,BABA,Alibaba Group Holding Ltd,"Services-Business Services, NEC","['NYSE', 'OTC', 'OTC']",other,07 Trade & Services,1,0
0000018230,CAT,CATERPILLAR INC,Construction Machinery & Equip,['NYSE'],operating,06 Technology,1,1
0000021344,KO,COCA COLA CO,Beverages,['NYSE'],operating,04 Manufacturing,1,1
0000002488,AMD,ADVANCED MICRO DEVICES INC,Semiconductors & Related Devices,['Nasdaq'],operating,04 Manufacturing,1,1
0001321655,PLTR,Palantir Technologies Inc.,Services-Prepackaged Software,['Nasdaq'],operating,06 Technology,1,1
0001089113,HSBC,HSBC HOLDINGS PLC,"Savings Institution, Federally Chartered","['NYSE', 'OTC']",other,02 Finance,1,0
0001114448,NVS,NOVARTIS AG,Pharmaceutical Preparations,"['NYSE', 'OTC']",other,03 Life Sciences,1,0
0001094517,TM,TOYOTA MOTOR CORP/,Motor Vehicles & Passenger Car Bodies,"['NYSE', 'OTC']",other,04 Manufacturing,1,0
0000901832,AZN,ASTRAZENECA PLC,Pharmaceutical Preparations,['NYSE'],other,03 Life Sciences,1,0
0000858877,CSCO,"CISCO SYSTEMS, INC.",Computer Communications Equipment,['Nasdaq'],operating,06 Technology,1,1
0000707549,LRCX,LAM RESEARCH CORP,"Special Industry Machinery, NEC",['Nasdaq'],operating,06 Technology,0,1
0000310158,MRK,"Merck & Co., Inc.",Pharmaceutical Preparations,['NYSE'],operating,03 Life Sciences,1,1
0000006951,AMAT,APPLIED MATERIALS INC /DE,Semiconductors & Related Devices,['Nasdaq'],operating,04 Manufacturing,1,1
0001413329,PM,Philip Morris International Inc.,Cigarettes,['NYSE'],operating,04 Manufacturing,0,1
0002070829,CYATY,"Contemporary Amperex Technology Co., Limited/ADR",,"['OTC', 'OTC']",other,International Corp Fin,0,0
0000895421,MS,MORGAN STANLEY,"Security Brokers, Dealers & Flotation Companies","['NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE']",operating,02 Finance,1,1
0000886982,GS,GOLDMAN SACHS GROUP INC,"Security Brokers, Dealers & Flotation Companies","['NYSE', 'NYSE', 'NYSE', 'NYSE', 'OTC']",operating,02 Finance,1,1
0000072971,WFC,WELLS FARGO & COMPANY/MN,National Commercial Banks,"['NYSE', 'NYSE', 'NYSE', 'NYSE', 'OTC', 'NYSE', 'NYSE', 'NYSE']",operating,02 Finance,1,1
0000101829,RTX,RTX Corp,Aircraft Engines & Engine Parts,['NYSE'],operating,04 Manufacturing,1,1
0000731766,UNH,UNITEDHEALTH GROUP INC,Hospital & Medical Service Plans,['NYSE'],operating,02 Finance,1,1
0001067839,QQQ,"INVESCO QQQ TRUST, SERIES 1",,['Nasdaq'],investment,,0,0
0001000184,SAP,SAP SE,Services-Prepackaged Software,"['NYSE', 'OTC']",other,06 Technology,1,0
0000063908,MCD,MCDONALDS CORP,Retail-Eating  Places,['NYSE'],operating,07 Trade & Services,1,1
0001000275,RY,ROYAL BANK OF CANADA,"Commercial Banks, NEC","['NYSE', 'OTC']",other,02 Finance,1,0
0001283699,TMUS,"T-Mobile US, Inc.",Radiotelephone Communications,"['Nasdaq', 'Nasdaq', 'Nasdaq', 'Nasdaq']",operating,06 Technology,0,1
0001996810,GEV,GE Vernova Inc.,Electronic & Other Electrical Equipment (No Computer Equip),['NYSE'],operating,04 Manufacturing,0,1
0001707925,LIN,LINDE PLC,Industrial Inorganic Chemicals,['Nasdaq'],operating,08 Industrial Applications and Services,0,1
0000004962,AXP,AMERICAN EXPRESS CO,Finance Services,['NYSE'],operating,02 Finance,1,1
0001306965,SHEL,Shell plc,Crude Petroleum & Natural Gas,"['NYSE', 'OTC']",other,01 Energy & Transportation,1,0
0000077476,PEP,PEPSICO INC,Beverages,['Nasdaq'],operating,04 Manufacturing,1,1
0000050863,INTC,INTEL CORP,Semiconductors & Related Devices,['Nasdaq'],operating,04 Manufacturing,1,1
0000051143,IBM,INTERNATIONAL BUSINESS MACHINES CORP,Computer & office Equipment,['NYSE'],operating,06 Technology,1,1
0000067088,MUFG,MITSUBISHI UFJ FINANCIAL GROUP INC,"Commercial Banks, NEC","['NYSE', 'OTC']",other,02 Finance,1,0
0000811809,BHP,BHP Group Ltd,Metal Mining,"['NYSE', 'OTC']",other,01 Energy & Transportation,1,0
0000831001,C,CITIGROUP INC,National Commercial Banks,"['NYSE', 'NYSE', 'NYSE']",operating,02 Finance,1,1
0000732712,VZ,VERIZON COMMUNICATIONS INC,Telephone Communications (No Radiotelephone),['NYSE'],operating,06 Technology,1,1
0000318154,AMGN,AMGEN INC,"Biological Products, (No Diagnostic Substances)",['Nasdaq'],operating,03 Life Sciences,1,1
0000001800,ABT,ABBOTT LABORATORIES,Pharmaceutical Preparations,['NYSE'],operating,03 Life Sciences,1,1
0000319201,KLAC,KLA CORP,Optical Instruments & Lenses,['Nasdaq'],operating,08 Industrial Applications and Services,1,1
0000946770,DTEGY,DEUTSCHE TELEKOM AG,Radiotelephone Communications,"['OTC', 'OTC']",other,06 Technology,1,0
0000097745,TMO,THERMO FISHER SCIENTIFIC INC.,"Measuring & Controlling Devices, NEC",['NYSE'],operating,08 Industrial Applications and Services,1,1
0000732717,T,AT&T INC.,Telephone Communications (No Radiotelephone),"['NYSE', 'NYSE', 'NYSE', 'NYSE']",operating,06 Technology,1,1
0000097476,TXN,TEXAS INSTRUMENTS INC,Semiconductors & Related Devices,['Nasdaq'],operating,04 Manufacturing,0,1
0000887028,RTNTF,RIO TINTO LTD,Metal Mining,['OTC'],other,01 Energy & Transportation,0,0
0000753308,NEE,NEXTERA ENERGY INC,Electric Services,"['NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE']",operating,01 Energy & Transportation,1,1
0000891478,SAN,"Banco Santander, S.A.","Commercial Banks, NEC","['NYSE', 'OTC']",other,02 Finance,1,0
0001108524,CRM,"Salesforce, Inc.",Services-Prepackaged Software,['NYSE'],operating,06 Technology,1,1
0001744489,DIS,Walt Disney Co,Services-Miscellaneous Amusement & Recreation,['NYSE'],operating,07 Trade & Services,1,1
0000820313,APH,AMPHENOL CORP /DE/,Electronic Connectors,['NYSE'],operating,04 Manufacturing,0,1
0000012927,BA,BOEING CO,Aircraft,"['NYSE', 'NYSE']",operating,04 Manufacturing,1,1
0001035267,ISRG,INTUITIVE SURGICAL INC,"Orthopedic, Prosthetic & Surgical Appliances & Supplies",['Nasdaq'],operating,08 Industrial Applications and Services,0,1
0000882095,GILD,"GILEAD SCIENCES, INC.","Biological Products, (No Diagnostic Substances)",['Nasdaq'],operating,03 Life Sciences,1,1
0001001838,SCCO,SOUTHERN COPPER CORP/,Metal Mining,['NYSE'],operating,01 Energy & Transportation,0,1
0000316709,SCHW,SCHWAB CHARLES CORP,"Security Brokers, Dealers & Flotation Companies","['NYSE', 'NYSE', 'NYSE']",operating,02 Finance,1,1
0000109198,TJX,TJX COMPANIES INC /DE/,Retail-Family Clothing Stores,['NYSE'],operating,07 Trade & Services,0,1
0000006281,ADI,ANALOG DEVICES INC,Semiconductors & Related Devices,['Nasdaq'],operating,04 Manufacturing,0,1
0000879764,TTE,TotalEnergies SE,Crude Petroleum & Natural Gas,['NYSE'],other,01 Energy & Transportation,1,0
0002012383,BLK,"BlackRock, Inc.","Security Brokers, Dealers & Flotation Companies",['NYSE'],operating,02 Finance,1,1
0000315189,DE,DEERE & CO,Farm Machinery & Equipment,['NYSE'],operating,06 Technology,1,1
0000353278,NVO,NOVO NORDISK A S,Pharmaceutical Preparations,"['NYSE', 'OTC']",other,03 Life Sciences,1,0
0000947263,TD,TORONTO DOMINION BANK,"Commercial Banks, NEC","['NYSE', 'OTC']",other,02 Finance,1,0
0000863064,RIO,RIO TINTO PLC,Metal Mining,"['NYSE', 'OTC']",other,01 Energy & Transportation,1,0
0001594805,SHOP,SHOPIFY INC.,Services-Prepackaged Software,['Nasdaq'],operating,06 Technology,1,0
0001144967,HDB,HDFC BANK LTD,"Commercial Banks, NEC",['NYSE'],other,02 Finance,0,0
0001596532,ANET,"Arista Networks, Inc.",Computer Communications Equipment,['NYSE'],operating,06 Technology,0,1
0000773840,HON,HONEYWELL INTERNATIONAL INC,Aircraft Engines & Engine Parts,['Nasdaq'],operating,04 Manufacturing,1,1
0000217410,UL,UNILEVER PLC,"Soap, Detergents, Cleang Preparations, Perfumes, Cosmetics","['NYSE', 'OTC']",other,08 Industrial Applications and Services,0,0
0000100885,UNP,UNION PACIFIC CORP,"Railroads, Line-Haul Operating",['NYSE'],operating,01 Energy & Transportation,0,1
0000804328,QCOM,QUALCOMM INC/DE,Radio & Tv Broadcasting & Communications Equipment,['Nasdaq'],operating,04 Manufacturing,1,1
0001543151,UBER,"Uber Technologies, Inc","Services-Business Services, NEC",['NYSE'],operating,01 Energy & Transportation,1,1
0001668717,BUD,Anheuser-Busch InBev SA/NV,Malt Beverages,"['NYSE', 'OTC']",other,04 Manufacturing,0,0
0000078003,PFE,PFIZER INC,Pharmaceutical Preparations,['NYSE'],operating,03 Life Sciences,1,1
0000047710,HTHIY,HITACHI LTD,Heavy Construction Other Than Bldg Const - Contractors,"['OTC', 'OTC']",other,05 Real Estate & Construction,1,0
0001737806,PDD,PDD Holdings Inc.,"Services-Business Services, NEC",['Nasdaq'],other,07 Trade & Services,0,0
0001751008,APP,AppLovin Corp,"Services-Computer Programming, Data Processing, Etc.",['Nasdaq'],operating,06 Technology,0,1
0000936468,LMT,LOCKHEED MARTIN CORP,Guided Missiles & Space Vehicles & Parts,['NYSE'],operating,04 Manufacturing,1,1
0000060667,LOW,LOWES COMPANIES INC,Retail-Lumber & Other Building Materials Dealers,['NYSE'],operating,07 Trade & Services,1,1
0000313616,DHR,DANAHER CORP /DE/,"Industrial Instruments For Measurement, Display, and Control",['NYSE'],operating,08 Industrial Applications and Services,1,1
0000310764,SYK,STRYKER CORP,Surgical & Medical Instruments & Apparatus,['NYSE'],operating,08 Industrial Applications and Services,1,1
0001551182,ETN,Eaton Corp plc,Misc Industrial & Commercial Machinery & Equipment,['NYSE'],operating,06 Technology,0,1
0000766704,WELL,WELLTOWER INC.,Real Estate Investment Trusts,['NYSE'],operating,05 Real Estate & Construction,0,1
0001022837,SMFG,"SUMITOMO MITSUI FINANCIAL GROUP, INC.","Commercial Banks, NEC","['NYSE', 'OTC']",other,02 Finance,1,0
0001393818,BX,Blackstone Inc.,Investment Advice,['NYSE'],operating,02 Finance,1,1
0001164727,NEM,NEWMONT Corp /DE/,Gold and Silver Ores,"['NYSE', 'OTC']",operating,01 Energy & Transportation,1,1
0001075531,BKNG,Booking Holdings Inc.,Transportation Services,['Nasdaq'],operating,01 Energy & Transportation,0,1
0001973239,ARM,ARM HOLDINGS PLC /UK,Semiconductors & Related Devices,['Nasdaq'],other,04 Manufacturing,0,0
0001303523,BTI,British American Tobacco p.l.c.,Cigarettes,"['NYSE', 'OTC']",other,04 Manufacturing,1,0
0000842180,BBVA,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.","Commercial Banks, NEC","['NYSE', 'OTC']",other,02 Finance,1,0
0001163165,COP,CONOCOPHILLIPS,Petroleum Refining,['NYSE'],operating,01 Energy & Transportation,1,1
0000313838,SONY,Sony Group Corp,Household Audio & Video Equipment,"['NYSE', 'OTC']",other,04 Manufacturing,1,0
0000896159,CB,Chubb Ltd,"Fire, Marine & Casualty Insurance",['NYSE'],operating,02 Finance,1,1
0001045609,PLD,"Prologis, Inc.",Real Estate Investment Trusts,"['NYSE', 'OTC']",operating,05 Real Estate & Construction,0,1
0000927628,COF,CAPITAL ONE FINANCIAL CORP,National Commercial Banks,"['NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE']",operating,02 Finance,0,1
0000064040,SPGI,S&P Global Inc.,"Services-Consumer Credit Reporting, Collection Agencies",['NYSE'],operating,07 Trade & Services,0,1
0001610520,UBS,UBS Group AG,National Commercial Banks,['NYSE'],other,02 Finance,1,0
0002046954,UTX,Ultratrex Inc.,Construction Machinery & Equip,[None],other,06 Technology,0,0
0000024741,GLW,CORNING INC /NY,Drawing & Insulating of  Nonferrous Wire,['NYSE'],operating,04 Manufacturing,1,1
0001467373,ACN,Accenture plc,"Services-Business Services, NEC",['NYSE'],operating,07 Trade & Services,1,1
0000076334,PH,Parker-Hannifin Corp,Miscellaneous Fabricated Metal Products,['NYSE'],operating,04 Manufacturing,1,1
0001158838,ATEYY,ADVANTEST CORP,Semiconductors & Related Devices,"['OTC', 'OTC']",other,04 Manufacturing,0,0
0001381197,IBKR,"Interactive Brokers Group, Inc.","Security Brokers, Dealers & Flotation Companies",['Nasdaq'],operating,09 Crypto Assets,0,1
0001613103,MDT,Medtronic plc,Electromedical & Electrotherapeutic Apparatus,['NYSE'],operating,08 Industrial Applications and Services,1,1
0001222333,GLD,SPDR GOLD TRUST,Commodity Contracts Brokers & Dealers,['NYSE'],operating,09 Crypto Assets,0,0
0000014272,BMY,BRISTOL MYERS SQUIBB CO,Pharmaceutical Preparations,"['NYSE', 'OTC', 'NYSE']",operating,03 Life Sciences,1,1
0000080661,PGR,PROGRESSIVE CORP/OH/,"Fire, Marine & Casualty Insurance",['NYSE'],operating,02 Finance,0,1
0000002809,AEM,AGNICO EAGLE MINES LTD,Gold and Silver Ores,['NYSE'],other,01 Energy & Transportation,0,0
0000875320,VRTX,VERTEX PHARMACEUTICALS INC / MA,Pharmaceutical Preparations,['Nasdaq'],operating,03 Life Sciences,1,1
0001327567,PANW,Palo Alto Networks Inc,"Computer Peripheral Equipment, NEC",['Nasdaq'],operating,06 Technology,0,1
0000927653,MCK,MCKESSON CORP,"Wholesale-Drugs, Proprietaries & Druggists' Sundries",['NYSE'],operating,07 Trade & Services,1,1
0000860730,HCA,"HCA Healthcare, Inc.","Services-General Medical & Surgical Hospitals, NEC",['NYSE'],operating,08 Industrial Applications and Services,0,1
0001868275,CEG,Constellation Energy Corp,Electric Services,['Nasdaq'],operating,01 Energy & Transportation,1,1
0001121404,SNY,Sanofi,Pharmaceutical Preparations,"['Nasdaq', 'OTC']",other,03 Life Sciences,1,0
0000764180,MO,"ALTRIA GROUP, INC.",Cigarettes,['NYSE'],operating,04 Manufacturing,1,1
0001131399,GSK,GSK plc,Pharmaceutical Preparations,"['NYSE', 'OTC']",other,03 Life Sciences,1,0
0001373715,NOW,"ServiceNow, Inc.",Services-Prepackaged Software,['NYSE'],operating,06 Technology,0,1
0000895728,ENB,ENBRIDGE INC,Pipe Lines (No Natural Gas),"['NYSE', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC']",operating,01 Energy & Transportation,1,1
0001156375,CME,CME GROUP INC.,"Security & Commodity Brokers, Dealers, Exchanges & Services",['Nasdaq'],operating,09 Crypto Assets,1,1
0001166691,CMCSA,COMCAST CORP,Cable & Other Pay Television Services,"['Nasdaq', 'NYSE']",operating,06 Technology,1,1
0000885725,BSX,BOSTON SCIENTIFIC CORP,Surgical & Medical Instruments & Apparatus,['NYSE'],operating,08 Industrial Applications and Services,1,1
0001103838,IBN,ICICI BANK LTD,"Commercial Banks, NEC",['NYSE'],other,02 Finance,0,0
0000829224,SBUX,STARBUCKS CORP,Retail-Eating & Drinking Places,['Nasdaq'],operating,07 Trade & Services,1,1
0001335730,MFG,MIZUHO FINANCIAL GROUP INC,National Commercial Banks,"['NYSE', 'OTC']",other,02 Finance,1,0
0000896878,INTU,INTUIT INC.,Services-Prepackaged Software,['Nasdaq'],operating,06 Technology,0,1
0000796343,ADBE,ADOBE INC.,Services-Prepackaged Software,['Nasdaq'],operating,06 Technology,1,1
0001119639,PBR,PETROBRAS - PETROLEO BRASILEIRO SA,Crude Petroleum & Natural Gas,"['NYSE', 'NYSE']",other,01 Energy & Transportation,0,0
0000927971,BMO,BANK OF MONTREAL /CAN/,"Commercial Banks, NEC","['NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE']",operating,02 Finance,1,1
0000092122,SO,SOUTHERN CO,Electric Services,"['NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE']",operating,01 Energy & Transportation,0,1
0000004281,HWM,Howmet Aerospace Inc.,Rolling Drawing & Extruding of  Nonferrous Metals,['NYSE'],operating,04 Manufacturing,1,1
0001001085,BN,BROOKFIELD Corp /ON/,Opeators of  Nonresidential Buildings,"['NYSE', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'NYSE', 'NYSE', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC']",other,05 Real Estate & Construction,1,0
0001639920,SPOT,Spotify Technology S.A.,Radio Broadcasting Stations,['NYSE'],other,06 Technology,0,0
0001132597,ITUB,Itau Unibanco Holding S.A.,State Commercial Banks,['NYSE'],other,02 Finance,0,0
0001133421,NOC,NORTHROP GRUMMAN CORP /DE/,"Search, Detection, Navigation, Guidance, Aeronautical Sys",['NYSE'],operating,04 Manufacturing,1,1
0001466258,TT,Trane Technologies plc,Auto Controls For Regulating Residential & Comml Environments,['NYSE'],operating,08 Industrial Applications and Services,1,1
0001326160,DUK,Duke Energy CORP,Electric & Other Services Combined,"['NYSE', 'NYSE', 'NYSE']",operating,01 Energy & Transportation,1,1
0000064803,CVS,CVS HEALTH Corp,Retail-Drug Stores and Proprietary Stores,['NYSE'],operating,07 Trade & Services,0,1
0001674101,VRT,Vertiv Holdings Co,"Electronic Components, NEC",['NYSE'],operating,04 Manufacturing,0,1
0001090727,UPS,UNITED PARCEL SERVICE INC,Trucking & Courier Services (No Air),['NYSE'],operating,01 Energy & Transportation,1,1
0000831259,FCX,FREEPORT-MCMORAN INC,Metal Mining,['NYSE'],operating,01 Energy & Transportation,1,1
0000313807,BP,BP PLC,Petroleum Refining,"['NYSE', 'OTC', 'OTC']",other,01 Energy & Transportation,0,0
0001045520,CM,CANADIAN IMPERIAL BANK OF COMMERCE /CAN/,"Commercial Banks, NEC","['NYSE', 'OTC']",other,02 Finance,1,0
0000106040,WDC,WESTERN DIGITAL CORP,Computer Storage Devices,['Nasdaq'],operating,06 Technology,1,1
0002023554,SNDK,Sandisk Corp,Computer Storage Devices,['Nasdaq'],operating,06 Technology,0,1
0001535527,CRWD,"CrowdStrike Holdings, Inc.",Services-Prepackaged Software,['Nasdaq'],operating,06 Technology,0,1
0000009631,BNS,BANK OF NOVA SCOTIA,State Commercial Banks,['NYSE'],operating,02 Finance,1,0
0001278680,IAU,ISHARES GOLD TRUST,Commodity Contracts Brokers & Dealers,['NYSE'],operating,09 Crypto Assets,0,0
0000040533,GD,GENERAL DYNAMICS CORP,Ship & Boat Building & Repairing,['NYSE'],operating,04 Manufacturing,1,1
0000320187,NKE,"NIKE, Inc.",Rubber & Plastics Footwear,['NYSE'],operating,04 Manufacturing,0,1
0000823768,WM,WASTE MANAGEMENT INC,Refuse Systems,['NYSE'],operating,01 Energy & Transportation,0,1
0001004315,NGG,NATIONAL GRID PLC,Natural Gas Transmission,"['NYSE', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC']",other,01 Energy & Transportation,1,0
0001101239,EQIX,EQUINIX INC,Real Estate Investment Trusts,['Nasdaq'],operating,05 Real Estate & Construction,0,1
0001048286,MAR,MARRIOTT INTERNATIONAL INC /MD/,Hotels & Motels,['Nasdaq'],operating,05 Real Estate & Construction,1,1
0001571949,ICE,"Intercontinental Exchange, Inc.","Security & Commodity Brokers, Dealers, Exchanges & Services",['NYSE'],operating,09 Crypto Assets,1,1
0001048911,FDX,FEDEX CORP,Air Courier Services,['NYSE'],operating,01 Energy & Transportation,0,1
0000107263,WMB,"WILLIAMS COMPANIES, INC.",Natural Gas Transmission,['NYSE'],operating,01 Energy & Transportation,1,1
0000062709,MRSH,"MARSH & MCLENNAN COMPANIES, INC.","Insurance Agents, Brokers & Service",['NYSE'],operating,02 Finance,1,1
0000713676,PNC,"PNC FINANCIAL SERVICES GROUP, INC.",National Commercial Banks,['NYSE'],operating,02 Finance,1,1
0002039784,MGCLY,"Midea Group Co., Ltd./ADR",,"['OTC', 'OTC']",other,International Corp Fin,0,0
0000089800,SHW,SHERWIN WILLIAMS CO,"Retail-Building Materials, Hardware, Garden Supply",['NYSE'],operating,07 Trade & Services,0,1
0001017413,CNQ,CANADIAN NATURAL RESOURCES LTD,Crude Petroleum & Natural Gas,['NYSE'],other,01 Energy & Transportation,0,0
0001137789,STX,Seagate Technology Holdings plc,Computer Storage Devices,['Nasdaq'],operating,06 Technology,1,1
0000036104,USB,US BANCORP DE,National Commercial Banks,"['NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE']",operating,02 Finance,1,1
0001099590,MELI,MERCADOLIBRE INC,"Services-Business Services, NEC",['Nasdaq'],operating,07 Trade & Services,0,1
0000008670,ADP,AUTOMATIC DATA PROCESSING INC,Services-Computer Processing & Data Preparation,['Nasdaq'],operating,06 Technology,1,1
0000833444,JCI,Johnson Controls International plc,Air-Cond & Warm Air Heatg Equip & Comm & Indl Refrig Equip,['NYSE'],operating,06 Technology,1,1
0000066740,MMM,3M CO,Surgical & Medical Instruments & Apparatus,['NYSE'],operating,08 Industrial Applications and Services,1,1
0000312069,BCS,BARCLAYS PLC,"Commercial Banks, NEC","['NYSE', 'OTC']",other,02 Finance,1,0
0000884887,RCL,ROYAL CARIBBEAN CRUISES LTD,Water Transportation,['NYSE'],operating,01 Energy & Transportation,0,1
0000031462,ECL,ECOLAB INC.,"Soap, Detergents, Cleang Preparations, Perfumes, Cosmetics",['NYSE'],operating,08 Industrial Applications and Services,1,1
0001404912,KKR,KKR & Co. Inc.,Investment Advice,"['NYSE', 'NYSE', 'NYSE', 'NYSE']",operating,02 Finance,1,1
0001053507,AMT,AMERICAN TOWER CORP /MA/,Real Estate Investment Trusts,['NYSE'],operating,05 Real Estate & Construction,1,1
0001039765,ING,ING GROEP NV,"Commercial Banks, NEC","['NYSE', 'OTC']",other,02 Finance,1,0
0000032604,EMR,EMERSON ELECTRIC CO,Electronic & Other Electrical Equipment (No Computer Equip),['NYSE'],operating,04 Manufacturing,1,1
0001059556,MCO,MOODYS CORP /DE/,"Services-Consumer Credit Reporting, Collection Agencies",['NYSE'],operating,07 Trade & Services,1,1
0001390777,BK,Bank of New York Mellon Corp,State Commercial Banks,"['NYSE', 'NYSE']",operating,02 Finance,1,1
0000865752,MNST,Monster Beverage Corp,Bottled & Canned Soft Drinks & Carbonated Waters,['Nasdaq'],operating,04 Manufacturing,0,1
0001160106,LYG,Lloyds Banking Group plc,"Commercial Banks, NEC","['NYSE', 'OTC', 'OTC']",other,02 Finance,0,0
0001050915,PWR,"QUANTA SERVICES, INC.",Electrical Work,['NYSE'],operating,05 Real Estate & Construction,0,1
0000756894,B,BARRICK MINING CORP,Gold and Silver Ores,['NYSE'],other,01 Energy & Transportation,1,0
0000895564,BAESY,BAE SYSTEMS PLC /FI/,,"['OTC', 'OTC']",other,,0,0
0000049826,ITW,ILLINOIS TOOL WORKS INC,General Industrial Machinery & Equipment,['NYSE'],operating,06 Technology,0,1
0001559720,ABNB,"Airbnb, Inc.",Services-To Dwellings & Other Buildings,['Nasdaq'],operating,07 Trade & Services,0,1
0000883241,SNPS,SYNOPSYS INC,Services-Prepackaged Software,['Nasdaq'],operating,06 Technology,1,1
0000872589,REGN,"REGENERON PHARMACEUTICALS, INC.",Pharmaceutical Preparations,['Nasdaq'],operating,03 Life Sciences,1,1
0001571996,DELL,Dell Technologies Inc.,Electronic Computers,['NYSE'],operating,06 Technology,1,1
